code,name,category,configuration_type,status,priority,parameter_count,reference_range_required,reference_range_count,qualitative_config_required,analyzer_mapping_required,analyzer_mapping_count,method,specimen,active_rate,action_reason
"END-0076","Pregnenolone","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0077","Estrone (E1)","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0078","Estriol (E3)","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0079","Dihydrotestosterone","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0080","Free Testosterone by Equilibrium Dialysis","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0081","Inhibin A","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0082","Anti-Mullerian Hormone - Pediatric","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0083","Proinsulin","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0084","Glucagon","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"END-0085","Pancreatic Polypeptide","Endocrinology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"LC-MS/MS or validated immunoassay","Serum / Plasma / Saliva as specified","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"GEN-0001","Conventional Karyotyping - Peripheral Blood","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0002","Conventional Karyotyping - Bone Marrow","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0003","FISH - BCR/ABL1","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0004","FISH - PML/RARA","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0005","FISH - HER2","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0006","FISH - ALK","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0007","FISH - ROS1","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0008","FISH - 1p/19q Codeletion","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0009","FISH - MYC","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0010","FISH - BCL2","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0011","FISH - BCL6","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0012","FISH - EWSR1","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0013","FISH - SS18","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0014","FISH - MDM2","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0015","FISH - DDIT3","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0016","FISH - RET","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0017","FISH - NTRK","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0018","Chromosomal Microarray","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0019","Whole Exome Sequencing","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0020","Targeted Clinical Exome","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0021","Carrier Screening Panel","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0022","Thalassemia Mutation Analysis","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0023","HFE Hemochromatosis Mutation","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0024","Factor V Leiden Mutation","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0025","Prothrombin G20210A Mutation","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0026","MTHFR C677T/A1298C","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0027","HLA-B27 Genotyping","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0028","HLA-B*57:01","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0029","HLA-B*15:02","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0030","HLA Typing Class I","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"GEN-0031","HLA Typing Class II","Genetics / Cytogenetics","GENETICS_RESULT","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Karyotype/FISH/PCR/NGS as applicable","EDTA Blood / Bone Marrow / FFPE as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HEM-0026","Peripheral Blood Smear","Haematology","MANUAL_MICROSCOPY","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Microscopy","EDTA Whole Blood","300.00","QUALITATIVE_OPTIONS_MISSING"
"HEM-0003","Hematocrit (HCT/PCV)","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated (RBC x MCV / 10) / Centrifugation","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0004","RBC Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Electrical Impedance","EDTA Whole Blood","300.00","NUMERIC_RANGE_MISSING"
"HEM-0005","WBC Count / TLC","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Flow Cytometry / Impedance","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0007","MCV","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated (HCT x 10 / RBC)","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0008","MCH","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated (Hb x 10 / RBC)","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0009","MCHC","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated (Hb x 100 / HCT)","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0010","RDW-CV","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Impedance / Optical","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0011","RDW-SD","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Optical / Impedance / Coagulation Analyzer","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0012","MPV","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Optical / Impedance / Coagulation Analyzer","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0013","PDW","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Optical / Impedance / Coagulation Analyzer","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0014","PCT (Plateletcrit)","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Optical / Impedance / Coagulation Analyzer","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0020","Absolute Neutrophil Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated (WBC x Neutrophil% / 100)","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0021","Absolute Lymphocyte Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated (WBC x Lymphocyte% / 100)","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0022","Absolute Eosinophil Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Calculated (WBC x Eosinophil% / 100) / Direct Chamber","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0023","Reticulocyte Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated/Brilliant cresyl blue","EDTA Whole Blood","500.00","NUMERIC_RANGE_MISSING"
"HEM-0024","Absolute Reticulocyte Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Optical / Impedance / Coagulation Analyzer","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0025","Immature Reticulocyte Fraction","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Automated Optical / Impedance / Coagulation Analyzer","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0028","Malarial Parasite Smear","Hematology","MANUAL_MICROSCOPY","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Thick/Thin smear microscopy","EDTA Whole Blood","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"HEM-0029","Sickling Test","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Sickling/solubility screen","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0030","Osmotic Fragility Test","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Osmotic fragility","Heparinized/EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0031","G6PD Screen","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Fluorescent spot/Quantitative enzyme assay","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0032","G6PD Quantitative","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Enzymatic","EDTA Whole Blood","6000.00","NUMERIC_RANGE_MISSING"
"HEM-0033","Hb Electrophoresis","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"HPLC/Capillary electrophoresis","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0034","HbA2","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"HPLC/Capillary electrophoresis","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0035","HbF","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"HPLC/Capillary electrophoresis","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0036","Heinz Bodies","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Supravital stain","EDTA Whole Blood","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0037","Bone Marrow Aspiration Examination","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Microscopy","Bone marrow aspirate","6000.00","NUMERIC_RANGE_MISSING"
"HEM-0038","Bone Marrow Biopsy Examination","Hematology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histopathology","Bone marrow trephine","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HEM-0039","Manual Differential Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","400.00","NUMERIC_RANGE_MISSING"
"HEM-0040","Nucleated RBC Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0041","Immature Granulocyte Count","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0042","Immature Granulocyte %","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0043","Large Unstained Cells","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0044","Platelet Estimate on Smear","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0045","RBC Morphology Review","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0046","WBC Morphology Review","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0047","Platelet Morphology Review","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0048","Microfilaria Detection in Blood","Hematology","MANUAL_MICROSCOPY","LAB_SPECIFICATION_REQUIRED","P1",1,"FALSE",0,"TRUE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","QUALITATIVE_OPTIONS_MISSING; RATE_MISSING"
"HEM-0049","Blood Parasite Examination","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0050","Hemoglobin H Inclusion Body Test","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0051","Kleihauer-Betke Test","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0052","Fetal Hemoglobin Screen","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0053","Cold Agglutinin Titer","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0054","Direct Antiglobulin Test (DAT/Direct Coombs)","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"HEM-0055","Indirect Antiglobulin Test (IAT/Indirect Coombs)","Hematology","ANALYZER_HEMATOLOGY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"Configure per analyzer/SOP","EDTA Whole Blood / Serum as applicable","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
